Pd_bus1,Pd_bus2,Pd_bus3,Pd_bus4,Pd_bus5,Pd_bus6,Pd_bus7,Pd_bus8,Pd_bus9,Pd_bus10,Pd_bus11,Pd_bus12,Pd_bus13,Pd_bus14,Pg_gen1,Pg_gen2,Pg_gen3,Pg_gen4,Pg_gen5,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,branch1,branch2,branch3,branch4,branch5,branch6,branch7,branch8,branch9,branch10,branch11,branch12,branch13,branch14,branch15,branch16,branch17,branch18,branch19,branch20,Total_Cost
0,22.11780387,90.41716171,49.33290042,7.836864056,10.60535503,0,0,28.83606875,9.164995165,3.36020286,6.257249904,13.86713774,14.82145828,256.6171978,0,0,0,0,0,-10.62615627,-23.90680704,-19.91616342,-17.1808399,-27.74889821,-25.89283496,-25.89283496,-29.0369323,-29.56361083,-29.00043986,-29.71872819,-30.00717774,-31.71642667,179.5868897,77.03030802,67.08415805,52.68833458,37.69659325,-23.33300366,-64.95662595,28.5801049,16.39895156,41.93341127,6.292315993,7.700363494,17.33537675,0,28.5801049,6.232882032,9.91010568,-2.932113133,1.44311359,4.911352603,2032.652249
0,20.51067381,92.14467092,48.49822158,7.445491095,10.55565153,0,0,29.3369555,8.344679328,3.474069614,5.920752635,13.67263434,14.1650686,254.0688689,0,0,0,0,0,-10.52112921,-23.9231271,-19.74186165,-17.00835779,-27.3932785,-25.62339643,-25.62339643,-28.71744598,-29.18473011,-28.64411269,-29.29544723,-29.59828796,-31.25797264,177.8118846,76.25698436,67.69711519,52.29544259,37.30865299,-24.44755573,-64.91341383,28.12516633,16.13791278,41.20673242,6.288759159,7.4358654,16.92645634,0,28.12516633,5.529989784,9.396133828,-2.814689545,1.515112765,4.768934769,2012.467061
0,19.21905273,75.61611048,42.35991407,6.545548597,8.951617114,0,0,23.57648503,7.656163813,2.894696447,5.212812181,10.76006734,13.10636039,215.8988282,0,0,0,0,0,-8.9458419,-20.0682955,-16.74456863,-14.43292241,-23.20970947,-21.70518332,-21.70518332,-24.31477218,-24.75267557,-24.27751837,-24.83076376,-25.05545572,-26.63292176,151.1888102,64.71001798,56.18252061,44.23052817,31.55670871,-19.43358988,-54.89542194,23.72137861,13.61106756,34.82575614,5.368571623,6.336946489,14.16862092,0,23.72137861,5.182288638,8.573672509,-2.473875176,1.124134308,4.532687882,1710.124039
0,19.1665853,81.13730264,38.21005891,6.552653979,8.834825273,0,0,24.63926472,7.770651617,2.991430859,5.068827111,10.98532341,13.20255391,218.5594777,0,0,0,0,0,-9.074889853,-20.69123696,-16.84990446,-14.53991029,-23.41370923,-21.93671719,-21.93671719,-24.61269399,-25.04527998,-24.53604656,-25.035142,-25.28890945,-26.9172936,153.3697795,65.18969824,58.67731024,44.09604474,31.42983921,-22.4599924,-54.85619014,24.32485046,13.95733311,35.21069333,5.642721633,6.338426083,14.39472034,0,24.32485046,5.119360843,8.523558004,-2.651290774,1.269598972,4.678995904,1731.198914
0,18.05048542,75.64667736,41.40253676,6.505973347,9.058088068,0,0,25.13789469,7.326061692,3.086185404,4.890898816,11.20384416,13.12753316,215.4361789,0,0,0,0,0,-8.914184879,-20.06149414,-16.75401267,-14.44906354,-23.36342166,-21.86430376,-21.86430376,-24.55263162,-24.95941286,-24.47691716,-24.96831184,-25.24471784,-26.85275494,150.6537921,64.78238676,56.30807324,44.46363314,31.83160032,-19.33860413,-54.73638402,24.43712263,14.02175365,35.37162971,5.598267956,6.273758548,14.44151514,0,24.43712263,4.81397914,8.507002446,-2.512082553,1.382859732,4.620530714,1706.459416
0,18.98101264,80.12726309,40.06930451,6.910271222,9.539956711,0,0,24.54868811,7.325656712,3.066052959,5.170976606,12.11333769,12.78672464,220.6392449,0,0,0,0,0,-9.146203696,-20.74331088,-17.05810372,-14.73496561,-23.83972289,-22.16379663,-22.16379663,-24.84970557,-25.28759909,-24.87589996,-25.50672185,-25.7756753,-27.20023016,154.575016,66.0642289,58.5801242,44.87239125,32.14148791,-21.54713889,-55.16832361,24.41513441,14.00913705,36.12712198,5.209537784,6.516551191,14.86107629,0,24.41513441,5.182171887,8.693411462,-2.143484825,1.345574585,4.093313183,1747.672647
0,18.95503328,88.71884141,44.57880444,7.083530378,10.52161162,0,0,25.60823534,7.723835138,3.314626249,5.591359538,12.61716771,13.45624247,238.1692876,0,0,0,0,0,-9.871007294,-22.62057122,-18.46157542,-15.91273528,-25.61037001,-23.82361193,-23.82361193,-26.64437339,-27.11445116,-26.69942924,-27.37689329,-27.63958504,-29.12704818,166.8245275,71.34476005,64.40149478,48.7214617,34.74653777,-24.31734663,-60.5281439,25.64095502,14.7124995,38.47962354,5.475410939,6.905606824,15.57699416,0,25.64095502,5.563050449,9.182168734,-2.16078469,1.314247285,4.274073736,1886.527257
0,18.42129455,85.24586916,42.03625656,6.508955221,9.918142734,0,0,25.46700615,8.245304224,3.035988199,5.379657214,11.30693928,12.57014202,228.1355553,0,0,0,0,0,-9.46073306,-21.68848191,-17.67266273,-15.22133124,-24.45863408,-22.89074994,-22.89074994,-25.6357852,-26.10680664,-25.59377114,-26.12394962,-26.34987664,-27.8607154,159.8907058,68.24484954,61.76566577,46.57401126,33.12973419,-23.48020339,-58.21257385,24.95259761,14.31752755,36.65305466,5.707074234,6.509970476,14.51786722,0,24.95259761,5.574218189,8.228900817,-2.671086035,1.130313263,4.341241202,1807.050555
0,18.58040174,81.78895056,40.02829771,6.670854527,10.01569036,0,0,25.26074742,7.368649613,2.913576154,5.532163733,11.10368766,12.78620619,222.0492257,0,0,0,0,0,-9.206215296,-20.98665759,-17.17563867,-14.82323533,-23.95387966,-22.32473038,-22.32473038,-25.03346977,-25.45659021,-25.00305395,-25.62746587,-25.82937226,-27.32704681,155.5892394,66.45998626,59.50619942,45.19863527,32.30400298,-22.28275115,-55.86329451,24.62266506,14.12821587,36.2298402,5.274883287,6.542301762,14.39696479,0,24.62266506,5.00734248,8.48279103,-2.361307133,1.010138029,4.303415157,1758.841036
0,20.45479055,87.44919914,41.74601832,6.878126994,10.35038752,0,0,25.83288125,7.922055858,3.192220173,5.402417142,12.54318296,14.02562443,235.7969043,0,0,0,0,0,-9.787092573,-22.31850004,-18.18818172,-15.6999136,-25.38451515,-23.61498318,-23.61498318,-26.46981499,-26.94022248,-26.48787779,-27.13725807,-27.42694818,-29.02247983,165.4063304,70.39057389,63.29952756,47.64683044,34.0051819,-24.14967157,-59.08972011,25.95065734,14.89020331,38.42790869,5.547323482,6.851737303,15.67846038,0,25.95065734,5.566952549,9.441026851,-2.355103309,1.449320162,4.584597579,1867.735725
0,17.31472939,74.85575026,37.68339558,6.395717658,9.503719062,0,0,23.10132906,7.488255651,2.970816884,5.276473675,11.46565078,12.78526655,208.8411046,0,0,0,0,0,-8.642977384,-19.56020459,-16.18922319,-14.00040879,-22.87345731,-21.15666107,-21.15666107,-23.76983935,-24.23585324,-23.85684183,-24.51452994,-24.7421388,-26.14039859,146.0702617,62.77084287,55.14586658,42.798581,30.81108472,-19.70988368,-51.9784942,23.75400672,13.62978922,35.20771573,4.944115227,6.415201231,14.34468021,0,23.75400672,5.514957308,8.767509567,-1.973298343,1.138727556,4.017756982,1654.220156
0,19.31107827,76.90868703,42.92012646,6.560230072,9.969777515,0,0,25.40154128,7.934290937,2.858071748,4.968231242,11.24737992,12.28331263,220.3627271,0,0,0,0,0,-9.125552746,-20.46579696,-17.10915411,-14.75113438,-23.80698518,-22.25541028,-22.25541028,-24.96265799,-25.40959743,-24.90155944,-25.40411408,-25.65899852,-27.1361822,154.2260055,66.13672158,57.28263986,45.27904586,32.35324152,-19.62604717,-55.996669,24.60910562,14.12043561,35.93306403,5.503138578,6.243418548,14.21672939,0,24.60910562,5.289224107,8.038775849,-2.64506683,1.275187306,4.244536777,1745.482364
0,18.34070475,86.74490784,40.96278111,6.395279618,10.10511286,0,0,25.92485735,8.056732918,2.96141245,5.629725138,12.43014775,13.23574357,230.7874053,0,0,0,0,0,-9.567794799,-21.97983733,-17.86685233,-15.40923303,-24.96703805,-23.2375909,-23.2375909,-26.06293018,-26.53265429,-26.05288886,-26.72995911,-26.98216771,-28.47883538,161.700098,69.08730733,62.69658297,47.06815749,33.59465279,-24.04832487,-58.36189268,25.68256776,14.73637644,37.92478782,5.459280071,6.891525195,15.4688697,0,25.68256776,5.558865297,8.935221554,-2.497867622,1.261800058,4.300522012,1828.055729
0,19.73043902,79.92246752,40.35654801,6.589065371,9.939734476,0,0,27.00679714,7.953869973,3.065326236,5.357739026,12.68971587,12.59385125,225.2055539,0,0,0,0,0,-9.3290633,-21.00943541,-17.43118856,-15.06414996,-24.57115935,-22.86369568,-22.86369568,-25.72152902,-26.17809742,-25.6881857,-26.29937533,-26.57883131,-28.01268227,157.6654267,67.54012714,59.00071782,45.95125485,32.98301505,-20.9217497,-56.21084299,25.97794148,14.90585865,37.72323383,5.616019861,6.75585779,15.41162171,0,25.97794148,5.403176348,8.473826646,-2.550693625,1.398118764,4.120024602,1783.842157
0,20.93838931,89.57447236,46.82301381,7.263335857,11.13702818,0,0,27.57418017,8.696432026,3.493950344,5.661418608,13.08597998,14.45584909,248.7040497,0,0,0,0,0,-10.30337859,-23.34102103,-19.28456312,-16.63259463,-26.89778643,-25.04785138,-25.04785138,-28.07969597,-28.59740553,-28.10384484,-28.7300462,-29.03009849,-30.6948823,174.1317998,74.57224993,65.85665727,50.93684508,36.39990816,-23.71781509,-62.97716678,27.55971815,15.8134648,40.73165545,6.063642065,7.162580713,16.3684045,0,27.55971815,6.126740305,9.672262476,-2.569691721,1.501162105,4.783586617,1969.972592
0,17.42708609,81.15492522,42.10405681,6.140063312,9.113317796,0,0,25.82351134,7.552462879,2.851302524,5.349759454,11.26528131,12.53710573,221.3188725,0,0,0,0,0,-9.166344978,-20.92807683,-17.20933095,-14.81062763,-23.82321406,-22.35582711,-22.35582711,-25.06320107,-25.46838654,-24.93877875,-25.48657854,-25.71695704,-27.25672419,154.9154128,66.40345962,59.4116879,45.61584603,32.46079282,-21.74323733,-56.96279547,24.61025326,14.12109411,35.76139366,5.608671127,6.502343462,14.53706128,0,24.61025326,4.795094275,8.112741751,-2.757368604,1.152584008,4.424363977,1753.055944
0,19.79348081,81.8785717,42.63545098,7.218389711,9.840994587,0,0,27.44072891,7.793408284,3.324401473,5.479177635,11.83210111,12.81692878,230.053634,0,0,0,0,0,-9.528954919,-21.4958917,-17.83066096,-15.39197873,-24.86746788,-23.2692508,-23.2692508,-26.13028403,-26.56487712,-26.05583498,-26.5843848,-26.83073898,-28.38680385,161.0436863,69.00994766,60.44823349,47.08317855,33.71879346,-21.43033821,-57.91218794,26.00702871,14.92254859,37.59816347,5.97469633,6.711688043,15.07078451,0,26.00702871,5.143113426,8.345734967,-2.650294857,1.232510408,4.471193813,1822.243562
0,19.9739887,84.9856604,45.47554577,6.927944663,10.00556862,0,0,26.11301958,7.967203519,3.052525198,5.746951003,12.62065545,13.64759542,236.5166583,0,0,0,0,0,-9.799315919,-22.18412662,-18.34849962,-15.8143719,-25.48946612,-23.76499967,-23.76499967,-26.6144123,-27.0759729,-26.59484754,-27.28916099,-27.5466721,-29.09867981,165.6129106,70.90374774,62.55902765,48.48674968,34.59314456,-22.42663275,-60.17876341,25.90139655,14.86193801,38.39018423,5.557473175,7.035279561,15.79186287,0,25.90139655,5.462255541,9.188059436,-2.504947977,1.288328558,4.459535984,1873.436861
0,18.22489902,77.03916389,40.44440267,5.927043947,8.629398898,0,0,23.96600754,7.676555866,2.671285528,4.706156551,10.8608848,12.70489601,212.8506947,0,0,0,0,0,-8.826304741,-20.01182914,-16.49920548,-14.20365939,-22.81459083,-21.42196198,-21.42196198,-24.01163509,-24.42671133,-23.89575089,-24.36851412,-24.64202286,-26.22047253,149.1685777,63.68211705,56.50110825,43.5169053,30.9256651,-20.53805564,-54.51308706,23.54034284,13.50719122,34.16765114,5.435696629,6.074521283,14.02803433,0,23.54034284,4.912144765,8.169381748,-2.764411101,1.368364732,4.535514258,1685.979923
0,20.01244419,82.48776134,42.36720928,7.373307068,10.84183341,0,0,27.59491844,8.624707198,3.209440346,5.630718297,12.42531398,13.9791114,234.546765,0,0,0,0,0,-9.704647735,-21.82501678,-18.18814933,-15.7318565,-25.68491424,-23.87699121,-23.87699121,-26.86967242,-27.37183514,-26.8567124,-27.47064236,-27.74047299,-29.37751291,164.0129751,70.53378989,61.2232613,48.11423321,34.66303637,-21.26450004,-58.33039269,27.20371975,15.60919682,39.49312651,5.891393471,6.980681442,15.77921819,0,27.20371975,5.942754073,9.275244056,-2.681953126,1.349963145,4.703867347,1857.833432
0,17.08011739,76.76337454,40.84858467,6.112605292,9.536218362,0,0,25.11526858,7.45631862,3.048216676,4.891100802,11.52046017,12.93195367,215.3042188,0,0,0,0,0,-8.904230599,-20.16557766,-16.76562687,-14.4571536,-23.48485153,-21.90505855,-21.90505855,-24.60871616,-25.03481898,-24.57122312,-25.09589943,-25.37707647,-26.91242845,150.4855602,64.81865852,56.884109,44.5859589,31.93537496,-19.87926554,-54.82007302,24.57647131,14.1017104,35.82135518,5.461898418,6.297830047,14.52540835,0,24.57647131,5.042636878,8.520276246,-2.413681742,1.406729244,4.411677424,1705.414167
0,18.03997213,76.55895829,39.42520304,6.45924621,9.184798485,0,0,24.54290831,7.475954915,2.746022418,5.05628308,10.83235625,12.33919088,212.660894,0,0,0,0,0,-8.811073925,-19.95098499,-16.48108469,-14.21873846,-22.95520807,-21.46552276,-21.46552276,-24.08764418,-24.50290602,-24.01089688,-24.54370951,-24.774253,-26.26541605,148.9111699,63.74972407,56.27070298,43.50051477,31.09998006,-20.28825531,-53.72467897,23.83530063,13.67643477,34.66577895,5.307636068,6.209692533,13.96365186,0,23.83530063,4.914341265,8.054485816,-2.561613649,1.153409452,4.284705067,1684.476521
0,21.82068754,97.94148082,45.15179928,7.884958397,10.98124052,0,0,29.39612264,9.122598255,3.596700323,5.979165952,13.12848572,14.99739305,260.0006325,0,0,0,0,0,-10.79196565,-24.75151132,-20.06049346,-17.31046641,-27.87243228,-26.07881033,-26.07881033,-29.24481567,-29.76191767,-29.18512223,-29.77776037,-30.07139406,-31.88826598,182.3891439,77.61148857,70.51343978,52.56651438,37.48850221,-27.42804104,-65.30579555,28.7792505,16.51321912,41.90923684,6.599748364,7.448215836,16.88003212,0,28.7792505,6.119550214,9.776796762,-3.003048041,1.469049884,5.220596283,2059.45227
0,22.12000177,96.35791208,47.16353048,7.789314695,10.6976499,0,0,28.77975719,8.817953041,3.439602865,6.177306076,13.25675993,14.72113696,259.320925,0,0,0,0,0,-10.76257828,-24.57706123,-20.03155872,-17.26963946,-27.72182487,-25.93348373,-25.93348373,-29.0382598,-29.53858418,-28.98216613,-29.65076575,-29.92324531,-31.66521119,181.892484,77.42844092,69.78068873,52.56908144,37.42271211,-26.57722335,-65.58820368,28.22267125,16.19386004,41.47363466,6.336557348,7.540521791,16.89890563,0,28.22267125,5.920998558,9.71577554,-2.896954483,1.363215714,5.005361416,2054.06834
0,20.59340088,88.02108593,43.92815516,7.3873849,10.95920839,0,0,28.01491241,8.982115511,3.372556768,5.85354571,12.34228963,14.09248336,243.5471386,0,0,0,0,0,-10.09002265,-22.87130373,-18.85904609,-16.28663765,-26.41361929,-24.6303977,-24.6303977,-27.66648412,-28.1871426,-27.64541364,-28.23420958,-28.48674142,-30.16947685,170.525987,73.0211516,64.56170669,49.73357215,35.63730733,-23.45937924,-61.08782812,27.59827663,15.83558924,40.18324591,6.193033449,7.116962961,15.91404111,0,27.59827663,6.161638831,9.257314629,-2.820476681,1.263417251,4.835168732,1929.124951
0,18.46246919,81.85414713,41.31272781,6.6250208,9.939004096,0,0,26.74101614,7.314714109,2.906751933,4.951242152,11.82154804,13.42081455,225.349456,0,0,0,0,0,-9.333582778,-21.21606452,-17.48204881,-15.0792098,-24.39519306,-22.81437179,-22.81437179,-25.6195021,-26.01291444,-25.50221053,-26.0477338,-26.34931068,-27.98074518,157.741808,67.60764797,60.02162823,46.21407687,33.04363368,-21.8325189,-57.0610071,25.49886656,14.6309707,36.96525376,5.565698711,6.460031835,15.00051912,0,25.49886656,4.655767332,8.73305379,-2.658946777,1.508789683,4.68776076,1784.981998
0,18.71056194,73.05786144,41.25034962,6.115694856,8.732376863,0,0,23.54164053,7.202370774,2.974429544,5.023048358,10.8089801,12.37546024,209.7927743,0,0,0,0,0,-8.691272772,-19.46642491,-16.28019511,-14.03062082,-22.61853237,-21.14109252,-21.14109252,-23.69822394,-24.1119239,-23.6689119,-24.19785771,-24.4278743,-25.90033352,146.8864758,62.90629849,54.428207,43.04062125,30.7070856,-18.62965445,-53.4213796,23.24453619,13.33746059,34.07630963,5.280942827,6.173821771,13.88916817,0,23.24453619,4.895857491,8.144498759,-2.306513283,1.150773413,4.230961478,1661.758285
0,19.83616542,87.43658276,42.97388326,6.877707706,10.69553398,0,0,28.25366133,8.077808679,3.302522395,5.56626759,13.27238045,13.93449743,240.227011,0,0,0,0,0,-9.950694769,-22.62140755,-18.61359546,-16.07130975,-26.15355918,-24.34017487,-24.34017487,-27.35270835,-27.81760379,-27.32281468,-27.97186425,-28.28003166,-29.8784734,168.1712822,72.05572877,64.00319633,49.13169632,35.20022415,-23.43338643,-60.37249394,27.3841785,15.71274207,40.00575128,5.878609839,7.108029678,16.32357779,0,27.3841785,5.501721235,9.341538012,-2.576087444,1.541762088,4.592959421,1902.826383
0,19.37925342,79.35141904,43.08432142,7.092098331,10.05974682,0,0,25.39473504,7.733114845,3.146950092,5.362713409,12.44722449,13.82768889,226.8792658,0,0,0,0,0,-9.387339954,-21.08267597,-17.61502314,-15.21778211,-24.72906279,-22.96092004,-22.96092004,-25.77319107,-26.23618717,-25.80328614,-26.46409009,-26.74787389,-28.30341057,158.6503288,68.22893701,59.07630456,46.66335744,33.53141337,-20.27511448,-56.92806998,25.56377631,14.66821521,37.74018206,5.400821229,6.782484254,15.49712976,0,25.56377631,5.479243707,9.358012776,-2.253871137,1.419770845,4.469676109,1797.099547
0,17.31865505,80.3017507,38.33025838,6.510684999,9.14795249,0,0,24.68541059,7.376259734,2.915739727,4.826375313,11.44928279,12.82424159,215.6866114,0,0,0,0,0,-8.938955507,-20.47186836,-16.70135989,-14.41154767,-23.28264196,-21.75403887,-21.75403887,-24.41205921,-24.82692968,-24.3531794,-24.87931101,-25.16219031,-26.69141143,151.072427,64.61418434,58.25586127,44.02452579,31.47338491,-22.04588943,-54.3769228,24.16162479,13.863676,35.19996144,5.382289816,6.241620946,14.42809819,0,24.16162479,4.909709645,8.430180551,-2.466550089,1.415245633,4.394061034,1708.44308
0,18.63176838,80.20180847,43.65251503,6.914060371,10.12149738,0,0,26.80024896,8.088408611,3.317348769,5.262344079,12.40042281,13.25306216,228.643485,0,0,0,0,0,-9.453045063,-21.29061655,-17.80040151,-15.36359962,-24.96386344,-23.26828985,-23.26828985,-26.14473589,-26.61414005,-26.1275634,-26.68111672,-26.9710744,-28.52265856,159.7607751,68.8827099,59.7947744,47.34208514,33.99214719,-20.40703407,-57.86753498,26.14713244,15.00293857,38.09326175,5.85067854,6.71300291,15.40808292,0,26.14713244,5.555078841,8.794743216,-2.533329771,1.45065883,4.458318941,1811.073841
0,17.98143333,77.82062828,40.91695791,5.849850212,8.593633095,0,0,23.13666624,6.88337677,2.679052352,5.162410429,10.4768699,11.75930142,211.2601799,0,0,0,0,0,-8.767839625,-19.9821627,-16.3607649,-14.06929393,-22.46223551,-21.06309153,-21.06309153,-23.53680495,-23.91880955,-23.46502261,-24.03122296,-24.22530624,-25.6271665,148.1804905,63.07968941,56.64657812,43.06332391,30.48915517,-21.17405016,-54.41631371,22.4862597,12.90236984,33.30268066,5.041664658,6.133409393,13.53397351,0,22.4862597,4.520764464,7.731198838,-2.362612306,0.970998964,4.028102583,1673.381534
0,20.99179253,88.43556897,47.02420884,7.133552559,11.33327699,0,0,30.08622368,8.972566356,3.448059507,5.88221448,13.02971767,14.88231036,251.2194919,0,0,0,0,0,-10.39443009,-23.40976966,-19.52883052,-16.85042227,-27.41996385,-25.60064392,-25.60064392,-28.79479174,-29.29578047,-28.71117594,-29.30466179,-29.60155454,-31.41206684,175.6706116,75.54888033,65.74399945,51.80581009,37.12900955,-22.69156952,-63.6050405,29.03506788,16.66000434,41.93929682,6.491765118,7.367569444,16.74668527,0,29.03506788,5.928860745,9.6799878,-3.043705611,1.485354964,5.202322561,1989.897286
